37,2.0932e+006,0
30,1.4901e+006,0
1,23709,0
10,2.1692e+005,0
54,3.7088e+006,0
24,7.5831e+005,0
11,2.5942e+005,0
13,3.3935e+005,0
24,8.6549e+005,0
28,9.9855e+005,0
12,3.1596e+005,0
4,64361,0
9,1.9068e+005,0
29,1.1978e+006,0
7,1.3776e+005,0
6,1.1073e+005,0
17,4.5868e+005,0
8,1.6169e+005,0
19,5.7749e+005,0
9,1.9705e+005,0
18,5.2956e+005,0
6,1.1067e+005,0
8,1.6697e+005,0
14,3.6801e+005,0
7,1.4214e+005,0
10,2.2743e+005,0
14,3.8881e+005,0
6,1.1052e+005,0
10,2.3523e+005,0
8,1.6509e+005,0
23,6.8162e+005,0
5,85147,0
5,85889,0
8,1.7551e+005,0
3,41816,0
11,2.7333e+005,0
4,64703,0
5,86583,0
7,1.4414e+005,0
20,6.2456e+005,0
17,4.9125e+005,0
2,23494,0
3,42633,0
10,2.3846e+005,0
2,23425,0
8,1.7574e+005,0
13,3.5869e+005,0
11,2.8133e+005,0
5,87205,0
5,88002,0
6,1.1369e+005,0
5,88694,0
11,2.8586e+005,0
7,1.46e+005,0
11,3.006e+005,0
7,1.4791e+005,0
6,1.1309e+005,0
10,2.499e+005,0
2,23391,0
8,1.777e+005,0
7,1.5285e+005,0
3,42863,0
7,1.5402e+005,0
4,64355,0
2,24005,0
3,42455,0
5,89881,0
6,1.1724e+005,0
3,43662,0
2,23647,0
4,65185,0
4,64365,0
2,24380,0
16,4.3109e+005,0
5,91838,0
8,1.8089e+005,0
4,65681,0
2,23833,0
4,65561,0
9,1.9804e+005,0
3,43299,0
11,3.1354e+005,0
9,2.0376e+005,0
3,42644,0
5,91932,0
5,92196,0
2,24280,0
6,1.1619e+005,0
2,23892,0
3,42761,0
2,24342,0
3,43279,0
8,1.8255e+005,0
3,43848,0
6,1.1941e+005,0
4,66723,0
10,2.5299e+005,0
4,66229,0
3,43881,0
6,1.1929e+005,0
2,23901,0
2,24082,0
9,2.102e+005,0
5,92668,0
3,42914,0
4,67412,0
9,2.163e+005,0
2,24079,0
3,43543,0
3,43443,0
3,43840,0
5,94112,0
2,24008,0
3,44719,0
4,67034,0
2,24390,0
15,4.0642e+005,0
3,44143,0
4,67582,0
4,69122,0
5,94882,0
4,69144,0
4,69650,0
3,44816,0
6,1.2067e+005,0
2,24319,0
5,95816,0
3,44539,0
3,45249,0
2,23931,0
2,24542,0
5,98332,0
5,98083,0
2,24660,0
2,24337,0
3,45363,0
2,24242,0
2,24590,0
2,24694,0
3,45317,0
4,70585,0
6,1.1996e+005,0
2,24266,0
5,99652,0
2,24939,0
2,24132,0
6,1.2569e+005,0
2,24442,0
5,99608,0
3,44748,0
2,24731,0
4,70099,0
6,1.2532e+005,0
7,1.5463e+005,0
2,24877,0
4,70476,0
5,1.0016e+005,0
8,1.9018e+005,0
6,1.2576e+005,0
2,25058,0
5,1.0083e+005,0
2,24365,0
2,24472,0
3,46291,0
7,1.6042e+005,0
5,1.0161e+005,0
6,1.2788e+005,0
2,24948,0
3,44957,0
3,46696,0
3,46051,0
2,25127,0
5,1.0209e+005,0
2,25197,0
2,25271,0
5,1.027e+005,0
6,1.3108e+005,0
4,70218,0
4,70785,0
4,72290,0
2,25111,0
2,25044,0
3,45689,0
2,25087,0
3,46464,0
2,25242,0
3,46483,0
2,25164,0
4,71180,0
3,46948,0
3,47222,0
6,1.3222e+005,0
3,47269,0
3,47051,0
4,71564,0
4,73751,0
4,73717,0
3,47570,0
6,1.3372e+005,0
6,1.3649e+005,0
4,75073,0
2,25138,0
4,74515,0
3,47898,0
3,48068,0
2,25356,0
3,48639,0
2,25391,0
3,48396,0
4,75443,0
3,48418,0
4,75824,0
3,48586,0
3,48889,0
2,25391,0
3,49077,0
2,25726,0
2,25446,0
3,48457,0
2,25507,0
2,25790,0
6,1.3838e+005,0
2,25973,0
2,25532,0
2,26048,0
3,49505,0
3,49845,0
2,25694,0
4,74427,0
3,49528,0
2,25859,0
3,50107,0
3,50013,0
2,26258,0
2,25735,0
5,1.0494e+005,0
3,50490,0
4,76336,0
4,77390,0
5,1.0694e+005,0
2,26181,0
2,25953,0
4,77563,0
2,26290,0
2,26117,0
3,51286,0
2,26429,0
3,50505,0
3,50718,0
2,26420,0
2,26446,0
2,26511,0
2,26824,0
2,26523,0
2,26259,0
2,26508,0
3,50612,0
3,52134,0
2,26532,0
3,52554,0
2,27054,0
