1,5
2,3
4,5
4,3
2,6
5,6
2,7
5,7
1,8
7,8
1,9
2,9
9,10
6,10
1,11
5,11
5,12
10,12
10,13
11,13
13,14
5,14
1,15
14,15
11,16
5,16
9,17
10,17
11,18
2,18
1,19
5,19
9,20
1,20
6,21
21,21
5,22
8,22
21,23
1,23
1,24
19,24
24,25
21,25
2,26
17,26
14,27
25,27
14,28
26,28
1,29
16,29
6,30
21,30
5,31
9,31
14,32
19,32
10,33
5,33
5,34
2,34
27,35
22,35
31,36
14,36
11,37
17,37
31,38
18,38
31,39
1,39
5,40
10,40
9,41
14,41
19,42
6,42
28,43
18,43
2,44
41,44
41,45
24,45
11,46
33,46
26,47
31,47
41,48
27,48
8,49
20,49
14,50
48,50
46,51
40,51
7,52
21,52
19,53
17,53
41,54
22,54
17,55
20,55
30,56
2,56
6,57
2,57
29,58
25,58
24,59
19,59
1,60
4,60
1,61
6,61
24,62
9,62
44,63
61,63
1,64
14,64
13,65
15,65
21,66
28,66
1,67
2,67
58,68
55,68
9,69
21,69
63,70
10,70
41,71
6,71
10,72
5,72
17,73
1,73
1,74
14,74
68,75
1,75
12,76
14,76
9,77
29,77
2,78
74,78
31,79
4,79
40,80
23,80
5,81
19,81
56,82
32,82
46,83
5,83
63,84
36,84
7,85
19,85
10,86
18,86
49,87
85,87
58,88
57,88
36,89
9,89
74,90
44,90
58,91
40,91
8,92
21,92
10,93
16,93
6,94
40,94
40,95
20,95
6,96
21,96
10,97
5,97
1,98
10,98
38,99
52,99
74,100
31,100
6,101
85,101
2,102
5,102
81,103
10,103
29,104
31,104
53,105
9,105
88,106
6,106
100,107
13,107
17,108
90,108
1,109
23,109
34,110
14,110
25,111
67,111
17,112
1,112
8,113
103,113
86,114
8,114
77,115
5,115
31,116
10,116
11,117
61,117
72,118
14,118
79,119
58,119
8,120
27,120
106,121
1,121
54,122
17,122
63,123
13,123
74,124
114,124
26,125
30,125
5,126
125,126
39,127
36,127
6,128
10,128
5,129
82,129
31,130
55,130
103,131
48,131
75,132
8,132
107,133
110,133
47,134
27,134
1,135
2,135
21,136
49,136
47,137
24,137
104,138
74,138
41,139
2,139
44,140
28,140
97,141
39,141
83,142
31,142
5,143
10,143
10,144
98,144
25,145
38,145
56,146
117,146
64,147
93,147
58,148
5,148
5,149
6,149
60,150
61,150
4,151
142,151
115,152
96,152
54,153
46,153
19,154
8,154
80,155
37,155
144,156
100,156
30,157
79,157
50,158
5,158
75,159
132,159
74,160
144,160
107,161
6,161
48,162
24,162
41,163
21,163
19,164
111,164
82,165
8,165
41,166
31,166
15,167
47,167
53,168
117,168
44,169
158,169
95,170
9,170
7,171
117,171
2,172
55,172
9,173
95,173
26,174
60,174
17,175
40,175
132,176
41,176
2,177
177,177
