105,8.6218e+005,0
172,2.1281e+006,0
54,2.5202e+005,0
43,1.9384e+005,0
198,3.6589e+006,0
100,7.4953e+005,0
111,1.003e+006,0
131,1.4958e+006,0
12,28898,0
82,4.8879e+005,0
121,1.2114e+006,0
92,6.2193e+005,0
90,5.7011e+005,0
79,4.3556e+005,0
10,22711,0
79,4.6652e+005,0
17,50775,0
23,79143,0
66,3.3723e+005,0
42,1.8446e+005,0
61,3.1339e+005,0
15,40846,0
5,7570,0
69,3.544e+005,0
23,78485,0
44,2.0997e+005,0
58,2.8667e+005,0
57,2.8066e+005,0
33,1.3541e+005,0
52,2.3908e+005,0
83,5.1275e+005,0
15,41526,0
65,3.2506e+005,0
15,41514,0
25,86022,0
34,1.4854e+005,0
8,15876,0
24,82861,0
14,38441,0
10,22064,0
73,3.8766e+005,0
59,2.9629e+005,0
33,1.3841e+005,0
15,41915,0
38,1.7577e+005,0
13,33169,0
33,1.3993e+005,0
14,37992,0
12,28778,0
8,15857,0
36,1.6341e+005,0
36,1.6208e+005,0
18,55810,0
21,64755,0
33,1.4179e+005,0
14,38395,0
55,2.5811e+005,0
27,93780,0
18,54565,0
29,1.0832e+005,0
20,62041,0
38,1.8326e+005,0
43,1.9733e+005,0
5,7574,0
43,2.0148e+005,0
27,94357,0
22,71990,0
7,12655,0
70,3.7505e+005,0
24,83827,0
13,32527,0
4,5455,0
49,2.2417e+005,0
27,95809,0
96,6.7898e+005,0
16,46306,0
73,4.0368e+005,0
29,1.0806e+005,0
22,71680,0
36,1.6302e+005,0
15,42248,0
28,1.0286e+005,0
30,1.1665e+005,0
14,38734,0
10,22455,0
12,29079,0
7,12571,0
27,96483,0
13,32701,0
8,15854,0
21,65868,0
33,1.4569e+005,0
18,55522,0
45,2.1218e+005,0
39,1.8206e+005,0
6,10180,0
7,12598,0
18,55911,0
21,65751,0
10,22558,0
14,39187,0
5,7609,0
21,67756,0
32,1.3314e+005,0
28,1.0308e+005,0
53,2.4234e+005,0
26,91096,0
28,1.0524e+005,0
22,73634,0
31,1.2806e+005,0
22,72767,0
30,1.1634e+005,0
8,15716,0
24,84791,0
8,16045,0
13,33081,0
25,87079,0
15,41686,0
28,1.0477e+005,0
3,3617,0
8,15807,0
30,1.1867e+005,0
21,67668,0
21,66927,0
4,5528,0
31,1.2884e+005,0
45,2.172e+005,0
9,18915,0
55,2.6884e+005,0
7,12623,0
13,33331,0
22,73172,0
23,78912,0
29,1.1051e+005,0
13,33059,0
22,74816,0
16,46652,0
13,33516,0
30,1.1765e+005,0
12,29336,0
10,22670,0
12,29052,0
14,38113,0
10,22571,0
22,75373,0
32,1.3731e+005,0
7,12686,0
6,9965,0
29,1.1029e+005,0
5,7713,0
12,29520,0
6,9910,0
2,2053,0
13,33182,0
9,19319,0
14,37555,0
9,19483,0
23,79191,0
6,9978,0
9,18894,0
6,9957,0
29,1.1351e+005,0
7,12796,0
10,22483,0
9,19183,0
27,96889,0
7,12669,0
7,12788,0
6,10050,0
12,29722,0
26,91296,0
23,79664,0
37,1.7071e+005,0
27,99230,0
16,46898,0
30,1.2235e+005,0
4,5542,0
16,46362,0
51,2.3028e+005,0
14,39070,0
6,9965,0
29,1.1605e+005,0
13,33670,0
27,98138,0
7,12786,0
9,19140,0
14,39123,0
16,47539,0
12,29590,0
12,28934,0
30,1.2414e+005,0
9,19313,0
13,33296,0
20,62674,0
15,42380,0
19,57307,0
13,33442,0
5,7628,0
34,1.5084e+005,0
25,88212,0
4,5504,0
12,29752,0
21,67363,0
20,62514,0
7,13006,0
15,42204,0
6,10037,0
16,48147,0
15,42303,0
5,7708,0
7,12864,0
25,91486,0
7,12795,0
8,15927,0
24,84682,0
10,22549,0
17,50788,0
5,7762,0
33,1.486e+005,0
10,22845,0
7,12612,0
31,1.3094e+005,0
8,16231,0
11,25743,0
4,5522,0
17,50190,0
6,10066,0
6,10278,0
14,38077,0
8,16090,0
17,50663,0
19,57987,0
21,67834,0
5,7548,0
23,80777,0
17,50169,0
15,42255,0
17,51524,0
6,9862,0
22,74629,0
15,42756,0
7,12653,0
10,22937,0
37,1.7264e+005,0
3,3620,0
10,22874,0
30,1.2594e+005,0
11,25811,0
16,48040,0
7,12738,0
2,2046,0
9,19173,0
14,39735,0
43,2.0137e+005,0
11,26605,0
25,91667,0
14,39471,0
20,63603,0
15,42778,0
14,39315,0
13,33615,0
4,5520,0
9,19382,0
21,69527,0
2,2087,0
4,5419,0
3,3613,0
6,10254,0
10,22822,0
10,22709,0
3,3656,0
19,57911,0
6,10184,0
3,3683,0
10,22832,0
12,29371,0
9,19258,0
19,59761,0
7,12962,0
24,84543,0
4,5607,0
8,15758,0
10,22910,0
6,9934,0
7,12905,0
2,2037,0
11,25814,0
7,13093,0
17,52321,0
11,25849,0
3,3617,0
5,7685,0
10,22982,0
8,15929,0
19,59121,0
28,1.0739e+005,0
3,3584,0
12,29632,0
10,23030,0
12,29559,0
16,48792,0
28,1.0497e+005,0
4,5408,0
8,16069,0
4,5567,0
8,16316,0
3,3620,0
19,59432,0
5,7650,0
9,19292,0
7,12924,0
4,5515,0
12,29608,0
5,7715,0
10,23144,0
15,43273,0
5,7605,0
13,33534,0
10,22909,0
4,5475,0
12,29845,0
13,33964,0
9,19295,0
13,33806,0
12,30242,0
2,2070,0
12,29846,0
5,7591,0
13,33794,0
7,13000,0
11,26552,0
13,34312,0
5,7696,0
13,34452,0
22,76209,0
20,64538,0
6,10158,0
35,1.5349e+005,0
23,80871,0
4,5556,0
22,75855,0
4,5534,0
12,29771,0
16,47697,0
10,23271,0
7,13102,0
5,7791,0
3,3575,0
3,3639,0
9,19800,0
20,64803,0
7,13037,0
