2,1.9214e+005,0
5,6.1594e+005,0
2,1.9594e+005,0
11,2.1075e+006,0
4,4.4857e+005,0
13,3.7022e+006,0
3,3.8891e+005,0
7,1.2085e+006,0
1,86511,0
2,2.0275e+005,0
5,6.7636e+005,0
2,2.0275e+005,0
1,88353,0
2,2.1077e+005,0
5,7.5543e+005,0
1,88382,0
9,1.4998e+006,0
2,2.162e+005,0
2,2.1812e+005,0
1,87939,0
5,8.6552e+005,0
2,2.2249e+005,0
4,4.9334e+005,0
1,89408,0
1,90504,0
4,5.2293e+005,0
2,2.3319e+005,0
1,91705,0
2,2.3866e+005,0
3,4.0862e+005,0
1,94622,0
1,93521,0
1,91963,0
1,95687,0
1,96438,0
2,2.4512e+005,0
1,95690,0
2,2.5816e+005,0
5,1.0019e+006,0
1,97293,0
2,2.5902e+005,0
1,99717,0
2,2.6787e+005,0
1,1.0098e+005,0
4,5.6172e+005,0
1,1.0164e+005,0
1,1.014e+005,0
1,1.0212e+005,0
1,1.0376e+005,0
1,1.0569e+005,0
1,1.056e+005,0
2,2.7783e+005,0
1,1.0836e+005,0
1,1.0711e+005,0
2,2.8613e+005,0
1,1.1144e+005,0
1,1.1063e+005,0
1,1.1132e+005,0
1,1.123e+005,0
1,1.1356e+005,0
2,2.9703e+005,0
2,3.0589e+005,0
1,1.1643e+005,0
1,1.1702e+005,0
1,1.1777e+005,0
1,1.1992e+005,0
1,1.1962e+005,0
1,1.223e+005,0
1,1.2446e+005,0
1,1.2697e+005,0
2,3.2553e+005,0
1,1.2783e+005,0
1,1.2966e+005,0
1,1.2988e+005,0
2,3.4133e+005,0
1,1.3153e+005,0
1,1.3383e+005,0
2,3.5413e+005,0
1,1.3637e+005,0
1,1.3721e+005,0
1,1.3988e+005,0
1,1.4182e+005,0
1,1.4538e+005,0
1,1.4339e+005,0
2,3.6549e+005,0
1,1.5106e+005,0
1,1.5196e+005,0
3,4.2443e+005,0
1,1.5389e+005,0
1,1.5415e+005,0
1,1.5926e+005,0
1,1.5918e+005,0
1,1.6459e+005,0
1,1.6757e+005,0
1,1.7003e+005,0
1,1.7081e+005,0
1,1.7664e+005,0
1,1.7707e+005,0
1,1.8302e+005,0
1,1.8806e+005,0
